,filename,source,subset,class,pred
131,healthy30_.jpg,ccmt,test,healthy,healthy
132,healthy31_.jpg,ccmt,test,healthy,healthy
133,healthy33_.jpg,ccmt,test,healthy,leaf_spot
136,healthy35_.jpg,ccmt,test,healthy,healthy
137,healthy37_.jpg,ccmt,test,healthy,healthy
139,healthy38_.jpg,ccmt,test,healthy,healthy
140,healthy39_.jpg,ccmt,test,healthy,healthy
141,healthy3_.jpg,ccmt,test,healthy,leaf_spot
144,healthy40_.jpg,ccmt,test,healthy,healthy
149,healthy47_.jpg,ccmt,test,healthy,healthy
151,healthy48_.jpg,ccmt,test,healthy,healthy
153,healthy50_.jpg,ccmt,test,healthy,healthy
156,healthy52_.jpg,ccmt,test,healthy,healthy
162,healthy59_.jpg,ccmt,test,healthy,healthy
169,healthy65_.jpg,ccmt,test,healthy,healthy
170,healthy66_.jpg,ccmt,test,healthy,healthy
173,healthy69_.jpg,ccmt,test,healthy,healthy
178,healthy74_.jpg,ccmt,test,healthy,healthy
179,healthy73_.jpg,ccmt,test,healthy,leaf_spot
182,healthy78_.jpg,ccmt,test,healthy,healthy
187,healthy81_.jpg,ccmt,test,healthy,healthy
188,healthy82_.jpg,ccmt,test,healthy,healthy
192,healthy86_.jpg,ccmt,test,healthy,healthy
203,healthy95_.jpg,ccmt,test,healthy,healthy
207,healthy9_.jpg,ccmt,test,healthy,healthy
212,leaf_spot1004_.jpg,ccmt,test,leaf_spot,leaf_spot
217,leaf_spot1009_.jpg,ccmt,test,leaf_spot,leaf_spot
220,leaf_spot1011_.jpg,ccmt,test,leaf_spot,leaf_spot
235,leaf_spot1025_.jpg,ccmt,test,leaf_spot,leaf_spot
240,leaf_spot1029_.jpg,ccmt,test,leaf_spot,leaf_spot
244,leaf_spot1034_.jpg,ccmt,test,leaf_spot,leaf_spot
245,leaf_spot1033_.jpg,ccmt,test,leaf_spot,leaf_spot
248,leaf_spot1037_.jpg,ccmt,test,leaf_spot,leaf_spot
251,leaf_spot1039_.jpg,ccmt,test,leaf_spot,leaf_spot
255,leaf_spot1043_.jpg,ccmt,test,leaf_spot,leaf_spot
261,leaf_spot1049_.jpg,ccmt,test,leaf_spot,healthy
264,leaf_spot1050_.jpg,ccmt,test,leaf_spot,leaf_spot
266,leaf_spot1053_.jpg,ccmt,test,leaf_spot,leaf_spot
267,leaf_spot1054_.jpg,ccmt,test,leaf_spot,leaf_spot
270,leaf_spot1057_.jpg,ccmt,test,leaf_spot,healthy
272,leaf_spot1059_.jpg,ccmt,test,leaf_spot,leaf_spot
273,leaf_spot105_.jpg,ccmt,test,leaf_spot,leaf_spot
281,leaf_spot1067_.jpg,ccmt,test,leaf_spot,leaf_spot
291,leaf_spot1076_.jpg,ccmt,test,leaf_spot,leaf_spot
292,leaf_spot1077_.jpg,ccmt,test,leaf_spot,leaf_spot
294,leaf_spot1079_.jpg,ccmt,test,leaf_spot,leaf_spot
296,leaf_spot1081_.jpg,ccmt,test,leaf_spot,leaf_spot
299,leaf_spot1083_.jpg,ccmt,test,leaf_spot,healthy
300,leaf_spot1082_.jpg,ccmt,test,leaf_spot,healthy
302,leaf_spot1086_.jpg,ccmt,test,leaf_spot,leaf_spot
306,leaf_spot1089_.jpg,ccmt,test,leaf_spot,healthy
307,leaf_spot1090_.jpg,ccmt,test,leaf_spot,healthy
309,leaf_spot1092_.jpg,ccmt,test,leaf_spot,leaf_spot
314,leaf_spot1096_.jpg,ccmt,test,leaf_spot,healthy
315,leaf_spot1098_.jpg,ccmt,test,leaf_spot,leaf_spot
319,leaf_spot1100_.jpg,ccmt,test,leaf_spot,leaf_spot
320,leaf_spot1101_.jpg,ccmt,test,leaf_spot,leaf_spot
324,leaf_spot1103_.jpg,ccmt,test,leaf_spot,leaf_spot
327,leaf_spot1108_.jpg,ccmt,test,leaf_spot,leaf_spot
330,leaf_spot110_.jpg,ccmt,test,leaf_spot,leaf_spot
333,leaf_spot1113_.jpg,ccmt,test,leaf_spot,healthy
336,leaf_spot1116_.jpg,ccmt,test,leaf_spot,leaf_spot
337,leaf_spot1117_.jpg,ccmt,test,leaf_spot,leaf_spot
340,leaf_spot111_.jpg,ccmt,test,leaf_spot,leaf_spot
347,leaf_spot1126_.jpg,ccmt,test,leaf_spot,healthy
352,leaf_spot1130_.jpg,ccmt,test,leaf_spot,leaf_spot
353,leaf_spot1131_.jpg,ccmt,test,leaf_spot,leaf_spot
358,leaf_spot1136_.jpg,ccmt,test,leaf_spot,healthy
359,leaf_spot1137_.jpg,ccmt,test,leaf_spot,leaf_spot
362,leaf_spot113_.jpg,ccmt,test,leaf_spot,leaf_spot
367,leaf_spot1144_.jpg,ccmt,test,leaf_spot,leaf_spot
376,leaf_spot1152_.jpg,ccmt,test,leaf_spot,leaf_spot
383,leaf_spot1159_.jpg,ccmt,test,leaf_spot,healthy
391,leaf_spot1166_.jpg,ccmt,test,leaf_spot,healthy
412,leaf_spot1186_.jpg,ccmt,test,leaf_spot,leaf_spot
416,leaf_spot1189_.jpg,ccmt,test,leaf_spot,leaf_spot
418,leaf_spot1190_.jpg,ccmt,test,leaf_spot,healthy
420,leaf_spot1192_.jpg,ccmt,test,leaf_spot,leaf_spot
421,leaf_spot1193_.jpg,ccmt,test,leaf_spot,healthy
422,leaf_spot1194_.jpg,ccmt,test,leaf_spot,leaf_spot
427,leaf_spot119_.jpg,ccmt,test,leaf_spot,leaf_spot
428,leaf_spot1199_.jpg,ccmt,test,leaf_spot,leaf_spot
433,leaf_spot1203_.jpg,ccmt,test,leaf_spot,leaf_spot
436,leaf_spot1206_.jpg,ccmt,test,leaf_spot,leaf_spot
444,leaf_spot1213_.jpg,ccmt,test,leaf_spot,leaf_spot
449,leaf_spot1218_.jpg,ccmt,test,leaf_spot,streak_virus
451,leaf_spot121_.jpg,ccmt,test,leaf_spot,leaf_spot
453,leaf_spot1221_.jpg,ccmt,test,leaf_spot,leaf_blight
454,leaf_spot1222_.jpg,ccmt,test,leaf_spot,leaf_blight
462,leaf_spot122_.jpg,ccmt,test,leaf_spot,leaf_spot
463,leaf_spot1231_.jpg,ccmt,test,leaf_spot,leaf_spot
467,leaf_spot1234_.jpg,ccmt,test,leaf_spot,leaf_spot
472,leaf_spot1239_.jpg,ccmt,test,leaf_spot,leaf_spot
475,leaf_spot123_.jpg,ccmt,test,leaf_spot,leaf_spot
477,leaf_spot1244_.jpg,ccmt,test,leaf_spot,leaf_spot
479,leaf_spot1245_.jpg,ccmt,test,leaf_spot,leaf_spot
487,leaf_spot1251_.jpg,ccmt,test,leaf_spot,streak_virus
489,leaf_spot1254_.jpg,ccmt,test,leaf_spot,leaf_spot
492,leaf_spot1257_.jpg,ccmt,test,leaf_spot,leaf_spot
494,leaf_spot125_.jpg,ccmt,test,leaf_spot,leaf_spot
495,leaf_spot1259_.jpg,ccmt,test,leaf_spot,leaf_spot
497,leaf_spot1262_.jpg,ccmt,test,leaf_spot,leaf_spot
499,leaf_spot1263_.jpg,ccmt,test,leaf_spot,leaf_spot
501,leaf_spot126_.jpg,ccmt,test,leaf_spot,leaf_spot
504,leaf_spot12_.jpg,ccmt,test,leaf_spot,leaf_blight
506,leaf_spot130_.jpg,ccmt,test,leaf_spot,leaf_spot
515,leaf_spot138_.jpg,ccmt,test,leaf_spot,leaf_spot
521,leaf_spot144_.jpg,ccmt,test,leaf_spot,leaf_spot
522,leaf_spot146_.jpg,ccmt,test,leaf_spot,leaf_spot
532,leaf_spot154_.jpg,ccmt,test,leaf_spot,leaf_spot
542,leaf_spot162_.jpg,ccmt,test,leaf_spot,leaf_spot
545,leaf_spot168_.jpg,ccmt,test,leaf_spot,leaf_spot
551,leaf_spot173_.jpg,ccmt,test,leaf_spot,leaf_spot
552,leaf_spot176_.jpg,ccmt,test,leaf_spot,streak_virus
560,leaf_spot17_.jpg,ccmt,test,leaf_spot,leaf_spot
562,leaf_spot181_.jpg,ccmt,test,leaf_spot,leaf_spot
563,leaf_spot182_.jpg,ccmt,test,leaf_spot,leaf_blight
573,leaf_spot185_.jpg,ccmt,test,leaf_spot,leaf_spot
577,leaf_spot195_.jpg,ccmt,test,leaf_spot,leaf_spot
579,leaf_spot198_.jpg,ccmt,test,leaf_spot,leaf_spot
580,leaf_spot197_.jpg,ccmt,test,leaf_spot,leaf_spot
583,leaf_spot200_.jpg,ccmt,test,leaf_spot,leaf_spot
586,leaf_spot205_.jpg,ccmt,test,leaf_spot,leaf_spot
587,leaf_spot203_.jpg,ccmt,test,leaf_spot,leaf_spot
590,leaf_spot207_.jpg,ccmt,test,leaf_spot,leaf_spot
599,leaf_spot216_.jpg,ccmt,test,leaf_spot,leaf_spot
600,leaf_spot217_.jpg,ccmt,test,leaf_spot,leaf_spot
603,leaf_spot218_.jpg,ccmt,test,leaf_spot,leaf_spot
604,leaf_spot21_.jpg,ccmt,test,leaf_spot,streak_virus
618,leaf_spot232_.jpg,ccmt,test,leaf_spot,leaf_spot
622,leaf_spot236_.jpg,ccmt,test,leaf_spot,leaf_spot
624,leaf_spot238_.jpg,ccmt,test,leaf_spot,leaf_spot
632,leaf_spot245_.jpg,ccmt,test,leaf_spot,leaf_spot
641,leaf_spot253_.jpg,ccmt,test,leaf_spot,leaf_spot
644,leaf_spot256_.jpg,ccmt,test,leaf_spot,leaf_spot
647,leaf_spot259_.jpg,ccmt,test,leaf_spot,leaf_spot
649,leaf_spot25_.jpg,ccmt,test,leaf_spot,leaf_spot
650,leaf_spot261_.jpg,ccmt,test,leaf_spot,leaf_spot
651,leaf_spot262_.jpg,ccmt,test,leaf_spot,leaf_spot
656,leaf_spot267_.jpg,ccmt,test,leaf_spot,streak_virus
661,leaf_spot274_.jpg,ccmt,test,leaf_spot,leaf_spot
667,leaf_spot277_.jpg,ccmt,test,leaf_spot,leaf_spot
679,leaf_spot287_.jpg,ccmt,test,leaf_spot,leaf_spot
682,leaf_spot290_.jpg,ccmt,test,leaf_spot,leaf_spot
686,leaf_spot299_.jpg,ccmt,test,leaf_spot,leaf_spot
687,leaf_spot298_.jpg,ccmt,test,leaf_spot,leaf_spot
692,leaf_spot292_.jpg,ccmt,test,leaf_spot,leaf_spot
695,leaf_spot301_.jpg,ccmt,test,leaf_spot,leaf_spot
696,leaf_spot302_.jpg,ccmt,test,leaf_spot,leaf_spot
703,leaf_spot30_.jpg,ccmt,test,leaf_spot,leaf_spot
704,leaf_spot305_.jpg,ccmt,test,leaf_spot,leaf_spot
705,leaf_spot310_.jpg,ccmt,test,leaf_spot,leaf_spot
707,leaf_spot312_.jpg,ccmt,test,leaf_spot,streak_virus
711,leaf_spot314_.jpg,ccmt,test,leaf_spot,leaf_blight
712,leaf_spot317_.jpg,ccmt,test,leaf_spot,leaf_spot
718,leaf_spot321_.jpg,ccmt,test,leaf_spot,streak_virus
719,leaf_spot320_.jpg,ccmt,test,leaf_spot,streak_virus
726,leaf_spot32_.jpg,ccmt,test,leaf_spot,leaf_spot
729,leaf_spot331_.jpg,ccmt,test,leaf_spot,leaf_blight
736,leaf_spot339_.jpg,ccmt,test,leaf_spot,leaf_blight
742,leaf_spot344_.jpg,ccmt,test,leaf_spot,leaf_spot
743,leaf_spot345_.jpg,ccmt,test,leaf_spot,leaf_spot
745,leaf_spot347_.jpg,ccmt,test,leaf_spot,leaf_blight
758,leaf_spot359_.jpg,ccmt,test,leaf_spot,leaf_blight
759,leaf_spot35_.jpg,ccmt,test,leaf_spot,leaf_spot
762,leaf_spot362_.jpg,ccmt,test,leaf_spot,leaf_blight
763,leaf_spot364_.jpg,ccmt,test,leaf_spot,leaf_blight
765,leaf_spot365_.jpg,ccmt,test,leaf_spot,leaf_blight
766,leaf_spot363_.jpg,ccmt,test,leaf_spot,streak_virus
768,leaf_spot369_.jpg,ccmt,test,leaf_spot,leaf_spot
769,leaf_spot368_.jpg,ccmt,test,leaf_spot,leaf_spot
774,leaf_spot373_.jpg,ccmt,test,leaf_spot,leaf_spot
775,leaf_spot374_.jpg,ccmt,test,leaf_spot,leaf_spot
778,leaf_spot377_.jpg,ccmt,test,leaf_spot,leaf_spot
779,leaf_spot378_.jpg,ccmt,test,leaf_spot,leaf_spot
782,leaf_spot380_.jpg,ccmt,test,leaf_spot,leaf_blight
783,leaf_spot382_.jpg,ccmt,test,leaf_spot,leaf_blight
786,leaf_spot383_.jpg,ccmt,test,leaf_spot,leaf_blight
788,leaf_spot387_.jpg,ccmt,test,leaf_spot,leaf_blight
794,leaf_spot393_.jpg,ccmt,test,leaf_spot,leaf_spot
799,leaf_spot397_.jpg,ccmt,test,leaf_spot,leaf_spot
802,leaf_spot399_.jpg,ccmt,test,leaf_spot,leaf_spot
805,leaf_spot403_.jpg,ccmt,test,leaf_spot,leaf_spot
806,leaf_spot404_.jpg,ccmt,test,leaf_spot,leaf_spot
807,leaf_spot408_.jpg,ccmt,test,leaf_spot,leaf_blight
808,leaf_spot402_.jpg,ccmt,test,leaf_spot,leaf_spot
809,leaf_spot401_.jpg,ccmt,test,leaf_spot,leaf_blight
811,leaf_spot405_.jpg,ccmt,test,leaf_spot,leaf_blight
818,leaf_spot411_.jpg,ccmt,test,leaf_spot,leaf_spot
824,leaf_spot415_.jpg,ccmt,test,leaf_spot,leaf_spot
827,leaf_spot423_.jpg,ccmt,test,leaf_spot,leaf_blight
828,leaf_spot420_.jpg,ccmt,test,leaf_spot,leaf_spot
837,leaf_spot428_.jpg,ccmt,test,leaf_spot,leaf_blight
838,leaf_spot431_.jpg,ccmt,test,leaf_spot,leaf_blight
840,leaf_spot430_.jpg,ccmt,test,leaf_spot,leaf_blight
843,leaf_spot433_.jpg,ccmt,test,leaf_spot,leaf_spot
844,leaf_spot438_.jpg,ccmt,test,leaf_spot,leaf_spot
845,leaf_spot435_.jpg,ccmt,test,leaf_spot,leaf_spot
851,leaf_spot442_.jpg,ccmt,test,leaf_spot,leaf_spot
852,leaf_spot443_.jpg,ccmt,test,leaf_spot,leaf_spot
855,leaf_spot447_.jpg,ccmt,test,leaf_spot,leaf_blight
859,leaf_spot44_.jpg,ccmt,test,leaf_spot,leaf_spot
862,leaf_spot451_.jpg,ccmt,test,leaf_spot,leaf_spot
864,leaf_spot454_.jpg,ccmt,test,leaf_spot,leaf_spot
868,leaf_spot459_.jpg,ccmt,test,leaf_spot,leaf_blight
870,leaf_spot45_.jpg,ccmt,test,leaf_spot,leaf_spot
874,leaf_spot462_.jpg,ccmt,test,leaf_spot,leaf_blight
876,leaf_spot466_.jpg,ccmt,test,leaf_spot,leaf_spot
879,leaf_spot468_.jpg,ccmt,test,leaf_spot,leaf_blight
888,leaf_spot476_.jpg,ccmt,test,leaf_spot,leaf_spot
889,leaf_spot477_.jpg,ccmt,test,leaf_spot,leaf_spot
891,leaf_spot47_.jpg,ccmt,test,leaf_spot,leaf_spot
892,leaf_spot478_.jpg,ccmt,test,leaf_spot,leaf_spot
894,leaf_spot481_.jpg,ccmt,test,leaf_spot,leaf_spot
901,leaf_spot488_.jpg,ccmt,test,leaf_spot,leaf_spot
904,leaf_spot490_.jpg,ccmt,test,leaf_spot,leaf_spot
905,leaf_spot492_.jpg,ccmt,test,leaf_spot,leaf_spot
907,leaf_spot493_.jpg,ccmt,test,leaf_spot,leaf_spot
915,leaf_spot4_.jpg,ccmt,test,leaf_spot,streak_virus
919,leaf_spot503_.jpg,ccmt,test,leaf_spot,leaf_spot
921,leaf_spot505_.jpg,ccmt,test,leaf_spot,leaf_spot
922,leaf_spot506_.jpg,ccmt,test,leaf_spot,leaf_spot
924,leaf_spot508_.jpg,ccmt,test,leaf_spot,leaf_spot
927,leaf_spot510_.jpg,ccmt,test,leaf_spot,leaf_spot
932,leaf_spot515_.jpg,ccmt,test,leaf_spot,streak_virus
933,leaf_spot516_.jpg,ccmt,test,leaf_spot,leaf_blight
939,leaf_spot521_.jpg,ccmt,test,leaf_spot,leaf_spot
940,leaf_spot522_.jpg,ccmt,test,leaf_spot,leaf_blight
941,leaf_spot525_.jpg,ccmt,test,leaf_spot,leaf_spot
943,leaf_spot524_.jpg,ccmt,test,leaf_spot,leaf_spot
945,leaf_spot527_.jpg,ccmt,test,leaf_spot,leaf_spot
946,leaf_spot528_.jpg,ccmt,test,leaf_spot,leaf_spot
950,leaf_spot531_.jpg,ccmt,test,leaf_spot,leaf_blight
954,leaf_spot535_.jpg,ccmt,test,leaf_spot,leaf_spot
956,leaf_spot537_.jpg,ccmt,test,leaf_spot,leaf_blight
957,leaf_spot538_.jpg,ccmt,test,leaf_spot,leaf_spot
963,leaf_spot543_.jpg,ccmt,test,leaf_spot,leaf_spot
967,leaf_spot547_.jpg,ccmt,test,leaf_spot,leaf_spot
970,leaf_spot550_.jpg,ccmt,test,leaf_spot,leaf_spot
971,leaf_spot551_.jpg,ccmt,test,leaf_spot,leaf_spot
981,leaf_spot55_.jpg,ccmt,test,leaf_spot,leaf_spot
984,leaf_spot563_.jpg,ccmt,test,leaf_spot,leaf_spot
987,leaf_spot566_.jpg,ccmt,test,leaf_spot,leaf_spot
991,leaf_spot569_.jpg,ccmt,test,leaf_spot,leaf_spot
992,leaf_spot56_.jpg,ccmt,test,leaf_spot,leaf_blight
993,leaf_spot570_.jpg,ccmt,test,leaf_spot,leaf_spot
994,leaf_spot571_.jpg,ccmt,test,leaf_spot,leaf_spot
995,leaf_spot572_.jpg,ccmt,test,leaf_spot,leaf_spot
998,leaf_spot575_.jpg,ccmt,test,leaf_spot,leaf_spot
1000,leaf_spot577_.jpg,ccmt,test,leaf_spot,leaf_blight
1001,leaf_spot579_.jpg,ccmt,test,leaf_spot,leaf_spot
1003,leaf_spot57_.jpg,ccmt,test,leaf_spot,leaf_blight
1004,leaf_spot580_.jpg,ccmt,test,leaf_spot,leaf_spot
1006,leaf_spot582_.jpg,ccmt,test,leaf_spot,leaf_blight
1013,leaf_spot587_.jpg,ccmt,test,leaf_spot,leaf_spot
1015,leaf_spot585_.jpg,ccmt,test,leaf_spot,streak_virus
1017,leaf_spot592_.jpg,ccmt,test,leaf_spot,leaf_spot
1018,leaf_spot595_.jpg,ccmt,test,leaf_spot,leaf_spot
1019,leaf_spot593_.jpg,ccmt,test,leaf_spot,leaf_spot
1024,leaf_spot597_.jpg,ccmt,test,leaf_spot,leaf_spot
1026,leaf_spot601_.jpg,ccmt,test,leaf_spot,leaf_spot
1028,leaf_spot602_.jpg,ccmt,test,leaf_spot,leaf_blight
1029,leaf_spot599_.jpg,ccmt,test,leaf_spot,leaf_spot
1030,leaf_spot603_.jpg,ccmt,test,leaf_spot,leaf_spot
1038,leaf_spot612_.jpg,ccmt,test,leaf_spot,leaf_spot
1040,leaf_spot614_.jpg,ccmt,test,leaf_spot,leaf_spot
1043,leaf_spot615_.jpg,ccmt,test,leaf_spot,leaf_spot
1045,leaf_spot618_.jpg,ccmt,test,leaf_spot,leaf_spot
1047,leaf_spot617_.jpg,ccmt,test,leaf_spot,leaf_spot
1048,leaf_spot61_.jpg,ccmt,test,leaf_spot,streak_virus
1051,leaf_spot625_.jpg,ccmt,test,leaf_spot,leaf_spot
1059,leaf_spot62_.jpg,ccmt,test,leaf_spot,leaf_blight
1060,leaf_spot631_.jpg,ccmt,test,leaf_spot,leaf_blight
1062,leaf_spot632_.jpg,ccmt,test,leaf_spot,leaf_blight
1064,leaf_spot633_.jpg,ccmt,test,leaf_spot,leaf_blight
1067,leaf_spot637_.jpg,ccmt,test,leaf_spot,leaf_blight
1069,leaf_spot634_.jpg,ccmt,test,leaf_spot,leaf_spot
1070,leaf_spot63_.jpg,ccmt,test,leaf_spot,leaf_blight
1073,leaf_spot642_.jpg,ccmt,test,leaf_spot,streak_virus
1075,leaf_spot648_.jpg,ccmt,test,leaf_spot,leaf_spot
1083,leaf_spot651_.jpg,ccmt,test,leaf_spot,leaf_spot
1092,leaf_spot65_.jpg,ccmt,test,leaf_spot,streak_virus
1097,leaf_spot661_.jpg,ccmt,test,leaf_spot,leaf_spot
1101,leaf_spot667_.jpg,ccmt,test,leaf_spot,leaf_blight
1105,leaf_spot671_.jpg,ccmt,test,leaf_spot,leaf_spot
1106,leaf_spot672_.jpg,ccmt,test,leaf_spot,leaf_spot
1111,leaf_spot678_.jpg,ccmt,test,leaf_spot,leaf_spot
1115,leaf_spot683_.jpg,ccmt,test,leaf_spot,leaf_spot
1117,leaf_spot682_.jpg,ccmt,test,leaf_spot,leaf_spot
1118,leaf_spot684_.jpg,ccmt,test,leaf_spot,leaf_spot
1120,leaf_spot685_.jpg,ccmt,test,leaf_spot,leaf_spot
1122,leaf_spot687_.jpg,ccmt,test,leaf_spot,leaf_blight
1127,leaf_spot691_.jpg,ccmt,test,leaf_spot,streak_virus
1129,leaf_spot694_.jpg,ccmt,test,leaf_spot,leaf_spot
1132,leaf_spot696_.jpg,ccmt,test,leaf_spot,leaf_blight
1135,leaf_spot698_.jpg,ccmt,test,leaf_spot,leaf_spot
1136,leaf_spot6_.jpg,ccmt,test,leaf_spot,leaf_blight
1137,leaf_spot697_.jpg,ccmt,test,leaf_spot,leaf_spot
1139,leaf_spot704_.jpg,ccmt,test,leaf_spot,leaf_spot
1141,leaf_spot700_.jpg,ccmt,test,leaf_spot,leaf_spot
1142,leaf_spot703_.jpg,ccmt,test,leaf_spot,leaf_spot
1145,leaf_spot707_.jpg,ccmt,test,leaf_spot,streak_virus
1149,leaf_spot70_.jpg,ccmt,test,leaf_spot,leaf_spot
1152,leaf_spot714_.jpg,ccmt,test,leaf_spot,streak_virus
1153,leaf_spot713_.jpg,ccmt,test,leaf_spot,streak_virus
1156,leaf_spot715_.jpg,ccmt,test,leaf_spot,streak_virus
1163,leaf_spot722_.jpg,ccmt,test,leaf_spot,leaf_spot
1166,leaf_spot726_.jpg,ccmt,test,leaf_spot,leaf_spot
1168,leaf_spot728_.jpg,ccmt,test,leaf_spot,leaf_spot
1171,leaf_spot730_.jpg,ccmt,test,leaf_spot,leaf_spot
1179,leaf_spot738_.jpg,ccmt,test,leaf_spot,leaf_spot
1185,leaf_spot743_.jpg,ccmt,test,leaf_spot,leaf_spot
1187,leaf_spot745_.jpg,ccmt,test,leaf_spot,streak_virus
1195,leaf_spot752_.jpg,ccmt,test,leaf_spot,leaf_spot
1203,leaf_spot75_.jpg,ccmt,test,leaf_spot,leaf_spot
1204,leaf_spot760_.jpg,ccmt,test,leaf_spot,leaf_spot
1205,leaf_spot762_.jpg,ccmt,test,leaf_spot,healthy
1206,leaf_spot761_.jpg,ccmt,test,leaf_spot,leaf_spot
1209,leaf_spot766_.jpg,ccmt,test,leaf_spot,streak_virus
1211,leaf_spot767_.jpg,ccmt,test,leaf_spot,leaf_spot
1212,leaf_spot768_.jpg,ccmt,test,leaf_spot,leaf_spot
1215,leaf_spot774_.jpg,ccmt,test,leaf_spot,leaf_spot
1217,leaf_spot771_.jpg,ccmt,test,leaf_spot,leaf_spot
1225,leaf_spot77_.jpg,ccmt,test,leaf_spot,leaf_spot
1234,leaf_spot788_.jpg,ccmt,test,leaf_spot,leaf_spot
1244,leaf_spot796_.jpg,ccmt,test,leaf_spot,leaf_spot
1250,leaf_spot801_.jpg,ccmt,test,leaf_spot,leaf_blight
1251,leaf_spot803_.jpg,ccmt,test,leaf_spot,leaf_blight
1254,leaf_spot7_.jpg,ccmt,test,leaf_spot,leaf_spot
1263,leaf_spot812_.jpg,ccmt,test,leaf_spot,streak_virus
1268,leaf_spot817_.jpg,ccmt,test,leaf_spot,leaf_spot
1273,leaf_spot823_.jpg,ccmt,test,leaf_spot,leaf_blight
1276,leaf_spot825_.jpg,ccmt,test,leaf_spot,leaf_blight
1277,leaf_spot826_.jpg,ccmt,test,leaf_spot,leaf_blight
1278,leaf_spot827_.jpg,ccmt,test,leaf_spot,leaf_spot
1280,leaf_spot829_.jpg,ccmt,test,leaf_spot,leaf_blight
1286,leaf_spot840_.jpg,ccmt,test,leaf_spot,leaf_spot
1287,leaf_spot839_.jpg,ccmt,test,leaf_spot,leaf_spot
1289,leaf_spot838_.jpg,ccmt,test,leaf_spot,leaf_blight
1292,leaf_spot843_.jpg,ccmt,test,leaf_spot,leaf_spot
1293,leaf_spot844_.jpg,ccmt,test,leaf_spot,leaf_blight
1300,leaf_spot850_.jpg,ccmt,test,leaf_spot,leaf_blight
1305,leaf_spot855_.jpg,ccmt,test,leaf_spot,streak_virus
1310,leaf_spot858_.jpg,ccmt,test,leaf_spot,leaf_spot
1312,leaf_spot860_.jpg,ccmt,test,leaf_spot,leaf_spot
1314,leaf_spot862_.jpg,ccmt,test,leaf_spot,streak_virus
1315,leaf_spot863_.jpg,ccmt,test,leaf_spot,leaf_blight
1316,leaf_spot865_.jpg,ccmt,test,leaf_spot,leaf_blight
1322,leaf_spot870_.jpg,ccmt,test,leaf_spot,leaf_spot
1328,leaf_spot877_.jpg,ccmt,test,leaf_spot,leaf_blight
1335,leaf_spot880_.jpg,ccmt,test,leaf_spot,streak_virus
1340,leaf_spot885_.jpg,ccmt,test,leaf_spot,leaf_blight
1341,leaf_spot889_.jpg,ccmt,test,leaf_spot,streak_virus
1350,leaf_spot896_.jpg,ccmt,test,leaf_spot,leaf_spot
1352,leaf_spot898_.jpg,ccmt,test,leaf_spot,leaf_blight
1353,leaf_spot899_.jpg,ccmt,test,leaf_spot,leaf_blight
1354,leaf_spot8_.jpg,ccmt,test,leaf_spot,leaf_blight
1355,leaf_spot89_.jpg,ccmt,test,leaf_spot,leaf_spot
1356,leaf_spot901_.jpg,ccmt,test,leaf_spot,leaf_blight
1357,leaf_spot900_.jpg,ccmt,test,leaf_spot,leaf_blight
1358,leaf_spot902_.jpg,ccmt,test,leaf_spot,leaf_blight
1361,leaf_spot904_.jpg,ccmt,test,leaf_spot,leaf_spot
1363,leaf_spot906_.jpg,ccmt,test,leaf_spot,leaf_spot
